Gene	hep_dn	pberghei_dn	povale_dn	PBANKA_transcript	PocGH01_transcript
HEP_00431200	0.38458	0.19927	0.23233	PBANKA_1019000.1	PocGH01_13034500.1
HEP_00437200	0.38323	0.10355	0.24156	PBANKA_0716800.1	PocGH01_05026900.1
HEP_00154400	0.38319	0.26853	0.27375	PBANKA_0611400.1	PocGH01_13022900.1
HEP_00294100	0.38301	0.39316	0.26736	PBANKA_0516500.1	PocGH01_06025800.1
HEP_00119900	0.38273	0.26949	0.20498	PBANKA_1213000.1	PocGH01_08023000.1
HEP_00243400	0.38247	0.18217	0.12733	PBANKA_0707100.1	PocGH01_05017300.1
HEP_00053000	0.38189	0.33518	0.36382	PBANKA_0713600.1	PocGH01_05023700.1
HEP_00176100	0.38163	0.38855	0.37292	PBANKA_1418100.1	PocGH01_14027700.1
HEP_00101300	0.38143	0.31894	0.19933	PBANKA_1004600.1	PocGH01_03014400.1
HEP_00218700	0.38128	0.28606	0.28509	PBANKA_0712800.1	PocGH01_05022900.1
HEP_00190100	0.38111	0.20575	0.22764	PBANKA_0101500.1	PocGH01_11053900.1
HEP_00155700	0.38104	0.22669	0.13993	PBANKA_1302900.1	PocGH01_12075800.1
HEP_00353200	0.38073	0.1641	0.0772	PBANKA_1348700.1	PocGH01_12029100.1
HEP_00063900	0.3806	0.26291	0.26346	PBANKA_0822100.1	PocGH01_07028600.1
HEP_00369300	0.37975	0.16414	0.12591	PBANKA_1300600.1	PocGH01_12078300.1
HEP_00382400	0.37956	0.2138	0.22612	PBANKA_1020500.1	PocGH01_13037000.1
HEP_00093800	0.37935	0.22764	0.23171	PBANKA_0802200.1	PocGH01_01012300.1
HEP_00190300	0.37926	0.27079	0.31574	PBANKA_0101700.1	PocGH01_11053700.1
HEP_00305100	0.37883	0.16304	0.18192	PBANKA_1353700.1	PocGH01_12022800.1
HEP_00038400	0.3788	0.38203	0.22236	PBANKA_1242200.1	PocGH01_10014200.1
HEP_00237200	0.37858	0.24616	0.35425	PBANKA_0619700.1	PocGH01_00239400.1
HEP_00313800	0.3781	0.16902	0.08875	PBANKA_1006400.1	PocGH01_03016200.1
HEP_00482500	0.3778	0.28843	0.22123	PBANKA_0512400.1	PocGH01_06021300.1
HEP_00450500	0.37752	0.269	0.37201	PBANKA_1132700.1	PocGH01_00016200.1
HEP_00409300	0.37601	0.23679	0.12789	PBANKA_0521700.1	PocGH01_05031600.1
HEP_00282500	0.37572	0.08047	0.06388	PBANKA_0719200.1	PocGH01_00016400.1
HEP_00275500	0.37504	0.38786	0.30308	PBANKA_0815500.1	PocGH01_07021900.1
HEP_00049000	0.37362	0.17239	0.26848	PBANKA_1034300.1	PocGH01_13051700.1
HEP_00151500	0.37298	0.15817	0.28846	PBANKA_0935500.1	PocGH01_09018400.1
HEP_00104500	0.37224	0.20371	0.25935	PBANKA_0503200.1	PocGH01_06012100.1
HEP_00213500	0.37167	0.16104	0.13409	PBANKA_1002100.1	PocGH01_03011800.1
HEP_00411400	0.37142	0.24988	0.11809	PBANKA_0929400.1	PocGH01_09024900.1
HEP_00040600	0.37081	0.15255	0.14735	PBANKA_0800900.1	PocGH01_01011000.1
HEP_00314500	0.37063	0.21301	0.18738	PBANKA_0808100.1	PocGH01_08031400.1
HEP_00476600	0.37015	0.13106	0.13843	PBANKA_1132800.1	PocGH01_00016100.1
HEP_00332100	0.36958	0.22513	0.23351	PBANKA_1346100.1	PocGH01_12031800.1
HEP_00410200	0.36955	0.45243	0.27203	PBANKA_0102900.1	PocGH01_11052500.1
HEP_00153300	0.36954	0.25755	0.45837	PBANKA_1364600.1	PocGH01_12011300.1
HEP_00138400	0.36951	0.2848	0.23869	PBANKA_1219800.1	PocGH01_01017200.1
HEP_00184800	0.36916	0.30011	0.26734	PBANKA_0104600.1	PocGH01_11050800.1
HEP_00067700	0.36904	0.31686	0.19684	PBANKA_0210300.1	PocGH01_02019100.1
HEP_00067100	0.36879	0.25718	0.22158	PBANKA_0208800.1	PocGH01_02017600.1
HEP_00011200	0.36844	0.19299	0.18112	PBANKA_1343200.1	PocGH01_12034400.1
HEP_00357200	0.36843	0.29575	0.13922	PBANKA_0613300.1	PocGH01_03019500.1
HEP_00510900	0.3682	0.19608	0.11301	PBANKA_0102800.1	PocGH01_11052600.1
HEP_00255000	0.36756	0.37012	0.18109	PBANKA_0905300.1	PocGH01_09049800.1
HEP_00209900	0.3665	0.25902	0.19258	PBANKA_0830200.1	PocGH01_07036900.1
HEP_00467500	0.36634	0.33937	0.27796	PBANKA_1005700.1	PocGH01_03015500.1
HEP_00104100	0.36629	0.27055	0.26893	PBANKA_0502900.1	PocGH01_06011800.1
HEP_00238600	0.36622	0.18123	0.08597	PBANKA_0214400.1	PocGH01_02023200.1
HEP_00009600	0.36593	0.30682	0.19636	PBANKA_1133700.1	PocGH01_11023100.1
HEP_00010700	0.36576	0.16877	0.10584	PBANKA_1342700.1	PocGH01_12034900.1
HEP_00515700	0.36543	0.46264	0.38604	PBANKA_1135400.1	PocGH01_11021400.1
HEP_00237800	0.36522	0.30422	0.29343	PBANKA_0313000.1	PocGH01_04013900.1
HEP_00322800	0.36502	0.21636	0.14615	PBANKA_1361400.1	PocGH01_12014600.1
HEP_00020800	0.36495	0.07697	0.18319	PBANKA_1309200.1	PocGH01_12069400.1
HEP_00344300	0.3629	0.28324	0.23093	PBANKA_0515900.1	PocGH01_06025200.1
HEP_00113100	0.36266	0.09447	0.14424	PBANKA_1318500.1	PocGH01_12060100.1
HEP_00314000	0.36256	0.18426	0.12159	PBANKA_1300800.1	PocGH01_12078100.1
HEP_00317900	0.36245	0.27328	0.17204	PBANKA_0313600.1	PocGH01_04013300.1
HEP_00314600	0.36202	0.10759	0.14301	PBANKA_0808000.1	PocGH01_08031300.1
HEP_00284300	0.36197	0.16522	0.12253	PBANKA_1142800.1	PocGH01_11013700.1
HEP_00379700	0.36192	0.19402	0.26412	PBANKA_1207400.1	PocGH01_08017300.1
HEP_00498400	0.36181	0.11075	0.05801	PBANKA_1305400.1	PocGH01_12073300.1
HEP_00473300	0.36154	0.30947	0.17643	PBANKA_1008500.1	PocGH01_13024000.1
HEP_00394900	0.3612	0.29426	0.20443	PBANKA_1453700.1	PocGH01_14064800.1
HEP_00097900	0.36112	0.19538	0.12041	PBANKA_1458900.1	PocGH01_14070300.1
HEP_00378400	0.36032	0.28096	0.20921	PBANKA_0416800.1	PocGH01_07012000.1
HEP_00190400	0.35995	0.22031	0.26364	PBANKA_0101800.1	PocGH01_11053600.1
HEP_00297400	0.35931	0.3029	0.1646	PBANKA_1105600.1	PocGH01_10035500.1
HEP_00469100	0.35917	0.11869	0.12869	PBANKA_0312000.1	PocGH01_04014900.1
HEP_00357400	0.35912	0.24023	0.22031	PBANKA_0802500.1	PocGH01_01012600.1
HEP_00090400	0.35893	0.45776	0.30391	PBANKA_1408900.1	PocGH01_14018500.1
HEP_00171400	0.3589	0.19024	0.17981	PBANKA_0906500.1	PocGH01_09048700.1
HEP_00005400	0.35857	0.23579	0.22382	PBANKA_0106700.1	PocGH01_11048600.1
HEP_00463800	0.35853	0.20547	0.22339	PBANKA_0515000.1	PocGH01_06024100.1
HEP_00104300	0.3585	0.09366	0.20426	PBANKA_0503000.1	PocGH01_06011900.1
HEP_00070800	0.35811	0.20786	0.15413	PBANKA_0211100.1	PocGH01_02019900.1
HEP_00103100	0.3581	0.18652	0.19697	PBANKA_1111000.1	PocGH01_10030100.1
HEP_00498700	0.35792	0.35032	0.13019	PBANKA_0502400.1	PocGH01_06011200.1
HEP_00185700	0.35745	0.21768	0.21408	PBANKA_1208200.1	PocGH01_08018100.1
HEP_00023000	0.35732	0.22529	0.09307	PBANKA_0707700.1	PocGH01_05017900.1
HEP_00173800	0.35723	0.32351	0.28807	PBANKA_1114300.1	PocGH01_10026800.1
HEP_00139600	0.35688	0.22025	0.22608	PBANKA_0801600.1	PocGH01_01011700.1
HEP_00226400	0.35688	0.37185	0.36868	PBANKA_0302100.1	PocGH01_04025500.1
HEP_00222400	0.35641	0.19358	0.20338	PBANKA_1002300.1	PocGH01_03012100.1
HEP_00020200	0.35627	0.28197	0.12988	PBANKA_0518400.1	PocGH01_06027600.1
HEP_00112600	0.35573	0.20078	0.10984	PBANKA_1024600.1	PocGH01_13041700.1
HEP_00156200	0.35508	0.1906	0.13375	PBANKA_1119400.1	PocGH01_11037100.1
HEP_00452400	0.35503	0.53032	0.21689	PBANKA_0826800.1	PocGH01_07033400.1
HEP_00387700	0.35429	0.25541	0.24278	PBANKA_0916500.1	PocGH01_09038300.1
HEP_00359400	0.35385	0.12814	0.0982	PBANKA_0619200.1	PocGH01_03025500.1
HEP_00132800	0.35377	0.33461	0.21403	PBANKA_0804100.1	PocGH01_01014300.1
HEP_00061000	0.35359	0.24919	0.2292	PBANKA_1032200.1	PocGH01_13049500.1
HEP_00259200	0.35331	0.14954	0.11723	PBANKA_0712200.1	PocGH01_05022300.1
HEP_00143700	0.353	0.30763	0.16945	PBANKA_0919600.1	PocGH01_09035000.1
HEP_00064200	0.35271	0.10523	0.20146	PBANKA_1432300.1	PocGH01_14042700.1
HEP_00130200	0.35263	0.38461	0.41953	PBANKA_1357800.1	PocGH01_12018200.1
HEP_00028100	0.35255	0.42901	0.35562	PBANKA_0904600.1	PocGH01_09050500.1
HEP_00437900	0.35243	0.24474	0.22596	PBANKA_1208100.1	PocGH01_08018000.1
HEP_00174500	0.35241	0.29592	0.10165	PBANKA_0914500.1	PocGH01_09040300.1
HEP_00504100	0.35232	0.08491	0.06289	PBANKA_0609600.1	PocGH01_13021100.1
HEP_00257900	0.35194	0.26483	0.18478	PBANKA_1330300.1	PocGH01_12047900.1
HEP_00062200	0.35187	0.32668	0.24396	PBANKA_0703800.1	PocGH01_05014000.1
HEP_00333000	0.35169	0.18007	0.10804	PBANKA_1312700.1	PocGH01_12065900.1
HEP_00382000	0.35131	0.20145	0.25765	PBANKA_1024200.1	PocGH01_13040800.1
HEP_00053300	0.35086	0.16112	0.07716	PBANKA_1409200.1	PocGH01_14018800.1
HEP_00461600	0.3508	0.24637	0.14829	PBANKA_1025700.1	PocGH01_13042800.1
HEP_00102400	0.3502	0.23721	0.24983	PBANKA_1224000.1	PocGH01_01021500.1
HEP_00051400	0.35016	0.22509	0.2955	PBANKA_0910700.1	PocGH01_09044500.1
HEP_00327400	0.34981	0.38948	0.12706	PBANKA_1003600.1	PocGH01_03013400.1
HEP_00285000	0.34932	0.20462	0.24324	PBANKA_1336700.1	PocGH01_12041300.1
HEP_00186200	0.34926	0.20395	0.09117	PBANKA_0917200.1	PocGH01_09037400.1
HEP_00389600	0.34899	0.24324	0.20262	PBANKA_1309600.1	PocGH01_12069000.1
HEP_00211300	0.34803	0.59591	0.10903	PBANKA_0701100.1	PocGH01_00122500.1
HEP_00246000	0.34743	0.21532	0.26628	PBANKA_1030400.1	PocGH01_13047600.1
HEP_00025200	0.34717	0.2122	0.12913	PBANKA_0806100.1	PocGH01_08029300.1
HEP_00019000	0.34691	0.24583	0.21979	PBANKA_0925800.1	PocGH01_09028700.1
HEP_00020600	0.34644	0.19363	0.21417	PBANKA_0518800.1	PocGH01_06028000.1
HEP_00354700	0.34624	0.3143	0.25116	PBANKA_0312100.1	PocGH01_04014800.1
HEP_00311400	0.34606	0.29376	0.28237	PBANKA_1220600.1	PocGH01_01018000.1
HEP_00205700	0.34588	0.28328	0.29885	PBANKA_0804700.1	PocGH01_01015300.1
HEP_00269800	0.34546	0.25294	0.21308	PBANKA_1104900.1	PocGH01_10036200.1
HEP_00483400	0.34521	0.24722	0.24888	PBANKA_1021000.1	PocGH01_13037500.1
HEP_00195900	0.34515	0.29406	0.29783	PBANKA_0314800.1	PocGH01_04012100.1
HEP_00390900	0.34508	0.27484	0.18961	PBANKA_1215400.1	PocGH01_08025400.1
HEP_00458200	0.34502	0.25081	0.2739	PBANKA_1411200.1	PocGH01_14020900.1
HEP_00403500	0.34432	0.20856	0.19062	PBANKA_1113400.1	PocGH01_10027800.1
HEP_00493600	0.34419	0.18432	0.23495	PBANKA_1437000.1	PocGH01_14047500.1
HEP_00220500	0.34393	0.19834	0.15712	PBANKA_0812400.1	PocGH01_07018800.1
HEP_00178400	0.34391	0.25344	0.17751	PBANKA_0918600.1	PocGH01_09035900.1
HEP_00304600	0.34349	0.22674	0.25282	PBANKA_1214700.1	PocGH01_08024700.1
HEP_00083900	0.34342	0.31471	0.2439	PBANKA_1424000.1	PocGH01_14034000.1
HEP_00061800	0.34327	0.28455	0.22987	PBANKA_0703400.1	PocGH01_05013600.1
HEP_00137500	0.34266	0.12016	0.05985	PBANKA_0701900.1	PocGH01_05012100.1
HEP_00364500	0.34229	0.23958	0.19363	PBANKA_1104400.1	PocGH01_10036700.1
HEP_00374100	0.34196	0.086	0.08082	PBANKA_1401000.1	PocGH01_14010500.1
HEP_00064600	0.34156	0.30573	0.28219	PBANKA_1441700.1	PocGH01_14052600.1
HEP_00286100	0.34083	0.24016	0.34502	PBANKA_1231600.1	PocGH01_10024800.1
HEP_00213600	0.34022	0.22496	0.20937	PBANKA_1002000.1	PocGH01_03011700.1
HEP_00029900	0.34008	0.25197	0.11129	PBANKA_1202700.1	PocGH01_08012300.1
HEP_00435000	0.33996	0.22137	0.1938	PBANKA_1438500.1	PocGH01_14049300.1
HEP_00147600	0.3389	0.14493	0.09199	PBANKA_0617800.1	PocGH01_03024100.1
HEP_00312800	0.33888	0.21141	0.12747	PBANKA_0515700.1	PocGH01_06025000.1
HEP_00479200	0.33793	0.2616	0.26391	PBANKA_1332600.1	PocGH01_12045300.1
HEP_00264100	0.33731	0.15568	0.147	PBANKA_1412600.1	PocGH01_14022300.1
HEP_00347100	0.33651	0.18001	0.15755	PBANKA_0620400.1	PocGH01_03026400.1
HEP_00091900	0.33647	0.26744	0.08948	PBANKA_1464000.1	PocGH01_14075600.1
HEP_00386500	0.33625	0.34876	0.35191	PBANKA_0916900.1	PocGH01_09037700.1
HEP_00088000	0.33601	0.33182	0.21002	PBANKA_1439600.1	PocGH01_14050400.1
HEP_00415400	0.33582	0.36793	0.09404	PBANKA_1445900.1	PocGH01_14056900.1
HEP_00170400	0.33485	0.30038	0.14222	PBANKA_0910000.1	PocGH01_09045200.1
HEP_00005000	0.33472	0.25221	0.24781	PBANKA_0106300.1	PocGH01_11049000.1
HEP_00450800	0.33452	0.25723	0.26526	PBANKA_0913600.1	PocGH01_09041300.1
HEP_00057400	0.33407	0.28261	0.40263	PBANKA_0103300.1	PocGH01_11052100.1
HEP_00201500	0.33354	0.11954	0.13721	PBANKA_1406000.1	PocGH01_14015600.1
HEP_00357800	0.33311	0.21245	0.25221	PBANKA_0501400.1	PocGH01_06010200.1
HEP_00037100	0.33296	0.42732	0.26785	PBANKA_0403300.1	PocGH01_08043400.1
HEP_00167200	0.33292	0.11123	0.03354	PBANKA_1144300.1	PocGH01_11012200.1
HEP_00015900	0.3324	0.28996	0.25418	PBANKA_0310500.1	PocGH01_04016500.1
HEP_00078000	0.33228	0.17901	0.19921	PBANKA_1364900.1	PocGH01_12011000.1
HEP_00428200	0.33218	0.1895	0.21467	PBANKA_1014100.1	PocGH01_13029600.1
HEP_00389700	0.33194	0.23108	0.17916	PBANKA_1221700.1	PocGH01_01019100.1
HEP_00481200	0.33162	0.20822	0.13658	PBANKA_1024400.1	PocGH01_13041500.1
HEP_00495100	0.33155	0.37668	0.33957	PBANKA_1219000.1	PocGH01_01016400.1
HEP_00022800	0.33154	0.23381	0.23657	PBANKA_0707900.1	PocGH01_05018100.1
HEP_00264800	0.3315	0.2577	0.14446	PBANKA_1407900.1	PocGH01_14017500.1
HEP_00434300	0.33129	0.11443	0.23246	PBANKA_1359800.1	PocGH01_12016200.1
HEP_00329500	0.33123	0.14665	0.19994	PBANKA_1360200.1	PocGH01_12015700.1
HEP_00338200	0.33089	0.21905	0.13548	PBANKA_1464900.1	PocGH01_14076600.1
HEP_00190000	0.3306	0.20399	0.24773	PBANKA_0101400.1	PocGH01_11054000.1
HEP_00129800	0.33035	0.15268	0.14299	PBANKA_0928700.1	PocGH01_09025600.1
HEP_00388400	0.32977	0.22158	0.14235	PBANKA_1233700.1	PocGH01_10022700.1
HEP_00052700	0.32975	0.25474	0.18849	PBANKA_0714500.1	PocGH01_05024600.1
HEP_00277000	0.32971	0.13246	0.31569	PBANKA_1327600.1	PocGH01_12050600.1
HEP_00533300	0.32968	0.28375	0.10102	PBANKA_0720400.1	PocGH01_05029500.1
HEP_00120400	0.32944	0.20731	0.25118	PBANKA_1236200.1	PocGH01_10020100.1
HEP_00380800	0.32943	0.21965	0.2099	PBANKA_0942400.1	PocGH01_09011300.1
HEP_00385600	0.32935	0.1932	0.10171	PBANKA_1420900.1	PocGH01_14030600.1
HEP_00141900	0.32912	0.326	0.20843	PBANKA_1127400.1	PocGH01_11028600.1
HEP_00239700	0.32887	0.2235	0.23548	PBANKA_1459700.1	PocGH01_14071200.1
HEP_00200100	0.32827	0.34701	0.25649	PBANKA_0303000.1	PocGH01_04024500.1
HEP_00359700	0.32818	0.13671	0.09194	PBANKA_1103900.1	PocGH01_10037200.1
HEP_00030200	0.32805	0.26983	0.13453	PBANKA_1203500.1	PocGH01_08013200.1
HEP_00232600	0.32792	0.1782	0.15152	PBANKA_1419000.1	PocGH01_14028700.1
HEP_00266200	0.32792	0.34098	0.24588	PBANKA_1335100.1	PocGH01_12042900.1
HEP_00144800	0.32756	0.3155	0.30282	PBANKA_0823700.1	PocGH01_07030200.1
HEP_00094800	0.32739	0.31537	0.30486	PBANKA_0618500.1	PocGH01_03024800.1
HEP_00218300	0.32685	0.22636	0.23923	PBANKA_1011500.1	PocGH01_13026900.1
HEP_00011800	0.3268	0.26192	0.15376	PBANKA_1428100.1	PocGH01_14038300.1
HEP_00526400	0.32635	0.33507	0.22132	PBANKA_1355600.1	PocGH01_12020600.1
HEP_00406800	0.32594	0.14506	0.51971	PBANKA_0205000.1	PocGH01_02013700.1
HEP_00210000	0.32582	0.65793	0.37571	PBANKA_0830100.1	PocGH01_07036800.1
HEP_00124300	0.32571	0.23764	0.17665	PBANKA_0721800.1	PocGH01_05030900.1
HEP_00262400	0.32571	0.21261	0.26297	PBANKA_1023800.1	PocGH01_13040400.1
HEP_00420700	0.32571	0.19648	0.19651	PBANKA_1138900.1	PocGH01_11017700.1
HEP_00211700	0.32566	0.30003	0.25667	PBANKA_0307700.1	PocGH01_04019300.1
HEP_00285600	0.32559	0.21857	0.27	PBANKA_0310800.1	PocGH01_04016200.1
HEP_00055900	0.32529	0.22245	0.18671	PBANKA_0414700.1	PocGH01_07014100.1
HEP_00035000	0.32509	0.15794	0.12155	PBANKA_0304700.1	PocGH01_04022700.1
HEP_00418300	0.32453	0.27929	0.2332	PBANKA_0711100.1	PocGH01_05021100.1
HEP_00123100	0.3243	0.16867	0.27116	PBANKA_0205600.1	PocGH01_02014300.1
HEP_00330300	0.32426	0.22149	0.17514	PBANKA_0507200.1	PocGH01_06016100.1
HEP_00231200	0.32412	0.22269	0.18977	PBANKA_0915200.1	PocGH01_09039600.1
HEP_00410400	0.32412	0.13875	0.19026	PBANKA_0506200.1	PocGH01_06015100.1
HEP_00075200	0.32404	0.28962	0.51375	PBANKA_1314400.1	PocGH01_12064200.1
HEP_00402000	0.32374	0.23724	0.1847	PBANKA_0906700.1	PocGH01_09048500.1
HEP_00148600	0.32372	0.28047	0.22638	PBANKA_0912000.1	PocGH01_09043100.1
HEP_00276900	0.32305	0.22539	0.1809	PBANKA_1327700.1	PocGH01_12050500.1
HEP_00043000	0.32245	0.22598	0.19641	PBANKA_0717300.1	PocGH01_05027400.1
HEP_00204100	0.32231	0.3075	0.30114	PBANKA_1019700.1	PocGH01_13036200.1
HEP_00509300	0.32185	0.19378	0.10079	PBANKA_1441800.1	PocGH01_14052700.1
HEP_00081300	0.32164	0.16648	0.06212	PBANKA_0817300.1	PocGH01_07023700.1
HEP_00042300	0.32159	0.24418	0.2295	PBANKA_0718900.1	PocGH01_00016600.1
HEP_00283200	0.3215	0.22735	0.23285	PBANKA_1016200.1	PocGH01_13031700.1
HEP_00535300	0.32143	0.18336	0.13065	PBANKA_0522000.1	PocGH01_05031900.1
HEP_00134200	0.32139	0.37574	0.27676	PBANKA_1431100.1	PocGH01_14041500.1
HEP_00184500	0.32126	0.17382	0.14826	PBANKA_1213800.1	PocGH01_08023800.1
HEP_00259700	0.32122	0.27002	0.21529	PBANKA_0812700.1	PocGH01_07019100.1
HEP_00293900	0.32064	0.22254	0.22592	PBANKA_1223500.1	PocGH01_01021000.1
HEP_00147200	0.32049	0.23025	0.24378	PBANKA_0617400.1	PocGH01_03023700.1
HEP_00157800	0.32026	0.10321	0.10307	PBANKA_0413500.1	PocGH01_08032800.1
HEP_00328900	0.32024	0.22041	0.37608	PBANKA_1344900.1	PocGH01_00109000.1
HEP_00265700	0.32013	0.21987	0.20385	PBANKA_1012300.1	PocGH01_13027700.1
HEP_00410000	0.3198	0.28819	0.08245	PBANKA_1137400.1	PocGH01_11019300.1
HEP_00096500	0.31974	0.30065	0.34282	PBANKA_1119000.1	PocGH01_11037500.1
HEP_00377300	0.31974	0.24517	0.21288	PBANKA_0516700.1	PocGH01_06026000.1
HEP_00304200	0.31972	0.2566	0.16802	PBANKA_1130000.1	PocGH01_11026100.1
HEP_00360700	0.3197	0.18291	0.25325	PBANKA_1009200.1	PocGH01_13024700.1
HEP_00242700	0.31958	0.18814	0.17262	PBANKA_1411900.1	PocGH01_14021600.1
HEP_00242200	0.31945	0.33863	0.284	PBANKA_0935900.1	PocGH01_09018000.1
HEP_00479300	0.31903	0.21216	0.14512	PBANKA_1206000.1	PocGH01_08015700.1
HEP_00353400	0.31867	0.20632	0.22802	PBANKA_1425000.1	PocGH01_14035000.1
HEP_00164400	0.31848	0.26699	0.2717	PBANKA_1038700.1	PocGH01_13056300.1
HEP_00051000	0.31788	0.14119	0.08771	PBANKA_1225500.1	PocGH01_01023100.1
HEP_00413700	0.31757	0.07602	0.06429	PBANKA_1103000.1	PocGH01_10038100.1
HEP_00066600	0.31747	0.1317	0.09772	PBANKA_1128600.1	PocGH01_11027500.1
HEP_00228400	0.31713	0.24632	0.12656	PBANKA_1425900.1	PocGH01_14036000.1
HEP_00382800	0.31697	0.12497	0.15815	PBANKA_1411300.1	PocGH01_14021000.1
HEP_00336100	0.31671	0.20442	0.30452	PBANKA_0515350.1	PocGH01_06024500.1
HEP_00067200	0.31633	0.38891	0.27271	PBANKA_0209600.1	PocGH01_02018400.1
HEP_00354200	0.31622	0.18979	0.21793	PBANKA_1226100.1	PocGH01_01023700.1
HEP_00344000	0.31605	0.1274	0.09577	PBANKA_1124900.1	PocGH01_11031200.1
HEP_00179600	0.31561	0.27312	0.24866	PBANKA_1127900.1	PocGH01_11028400.1
HEP_00023800	0.31553	0.2714	0.22768	PBANKA_0708500.1	PocGH01_05018600.1
HEP_00133100	0.31551	0.40063	0.26397	PBANKA_0804200.1	PocGH01_01014400.1
HEP_00138500	0.31512	0.23917	0.17633	PBANKA_1219700.1	PocGH01_01017100.1
HEP_00499600	0.31508	0.17269	0.28958	PBANKA_1014300.1	PocGH01_13029800.1
HEP_00268800	0.31498	0.18188	0.14962	PBANKA_1317900.1	PocGH01_12060700.1
HEP_00406400	0.31393	0.20932	0.17457	PBANKA_1028200.1	PocGH01_13045300.1
HEP_00145700	0.3136	0.19342	0.14047	PBANKA_1455400.1	PocGH01_14066600.1
HEP_00396500	0.31357	0.17189	0.19348	PBANKA_0212500.1	PocGH01_02021300.1
HEP_00429200	0.31356	0.27151	0.20707	PBANKA_1353900.1	PocGH01_12022600.1
HEP_00318700	0.31318	0.31951	0.21622	PBANKA_0402900.1	PocGH01_00238800.1
HEP_00134800	0.31294	0.21449	0.16119	PBANKA_0605500.1	PocGH01_13016800.1
HEP_00194700	0.3129	0.15572	0.24175	PBANKA_1126600.1	PocGH01_11029400.1
HEP_00350600	0.31214	0.25788	0.08177	PBANKA_0514800.1	PocGH01_06023900.1
HEP_00509800	0.31193	0.13041	0.184	PBANKA_0606400.1	PocGH01_13017800.1
HEP_00393100	0.31186	0.12431	0.16097	PBANKA_0924500.1	PocGH01_09030000.1
HEP_00074600	0.31162	0.11182	0.08348	PBANKA_1429200.1	PocGH01_14039500.1
HEP_00478600	0.31159	0.18283	0.15113	PBANKA_1304900.1	PocGH01_12073800.1
HEP_00424500	0.31111	0.24327	0.22769	PBANKA_0828400.1	PocGH01_07035000.1
HEP_00284100	0.3111	0.3967	0.13821	PBANKA_1142600.1	PocGH01_11013900.1
HEP_00453500	0.31097	0.11149	0.07498	PBANKA_1225400.1	PocGH01_01023000.1
HEP_00154800	0.31088	0.21379	0.15253	PBANKA_0934600.1	PocGH01_09019300.1
HEP_00016500	0.31028	0.24622	0.20708	PBANKA_0416200.1	PocGH01_07012600.1
HEP_00059300	0.31011	0.12725	0.16144	PBANKA_1002700.1	PocGH01_03012500.1
HEP_00481900	0.30964	0.23819	0.27099	PBANKA_1359400.1	PocGH01_12016600.1
HEP_00056200	0.30938	0.16989	0.14902	PBANKA_0931000.1	PocGH01_09023200.1
HEP_00351800	0.30909	0.18816	0.21322	PBANKA_1101900.1	PocGH01_10040400.1
HEP_00075500	0.30888	0.2764	0.26117	PBANKA_1314700.1	PocGH01_12063900.1
HEP_00373200	0.30804	0.26166	0.18476	PBANKA_0804400.1	PocGH01_01015000.1
HEP_00303100	0.30801	0.16366	0.16135	PBANKA_0614000.1	PocGH01_03020200.1
HEP_00197600	0.308	0.23181	0.24045	PBANKA_0208500.1	PocGH01_02017300.1
HEP_00225900	0.30745	0.14911	0.16071	PBANKA_0305900.1	PocGH01_04021200.1
HEP_00109300	0.30744	0.41334	0.29852	PBANKA_1237600.1	PocGH01_10018800.1
HEP_00131600	0.30727	0.16317	0.17197	PBANKA_0606600.1	PocGH01_13018000.1
HEP_00329900	0.30717	0.15612	0.08915	PBANKA_0818200.1	PocGH01_07024600.1
HEP_00449200	0.3068	0.26057	0.14651	PBANKA_0509000.1	PocGH01_06017900.1
HEP_00292900	0.30663	0.2065	0.21496	PBANKA_0920400.1	PocGH01_09034300.1
HEP_00224600	0.30648	0.31172	0.23063	PBANKA_1129900.1	PocGH01_11026200.1
HEP_00083000	0.30545	0.21913	0.24884	PBANKA_1021700.1	PocGH01_13038200.1
HEP_00331800	0.30541	0.21514	0.25494	PBANKA_1346400.1	PocGH01_12031500.1
HEP_00082200	0.30533	0.20272	0.10361	PBANKA_1017500.1	PocGH01_13033000.1
HEP_00336700	0.30519	0.19904	0.12467	PBANKA_1305200.1	PocGH01_12073500.1
HEP_00354800	0.30503	0.14281	0.14936	PBANKA_0312200.1	PocGH01_04014700.1
HEP_00470200	0.30503	0.14998	0.19724	PBANKA_0516000.1	PocGH01_06025300.1
HEP_00007600	0.30466	0.20732	0.19977	PBANKA_1449900.1	PocGH01_14060900.1
HEP_00371300	0.30463	0.22243	0.22119	PBANKA_1235900.1	PocGH01_10020400.1
HEP_00502800	0.30457	0.28895	0.22105	PBANKA_0902500.1	PocGH01_09052600.1
HEP_00219000	0.30442	0.23279	0.28568	PBANKA_1013400.1	PocGH01_13028800.1
HEP_00043100	0.30441	0.26546	0.30477	PBANKA_0717200.1	PocGH01_05027300.1
HEP_00528700	0.30441	0.16513	0.22906	PBANKA_0721600.1	PocGH01_05030700.1
HEP_00080600	0.30434	0.32402	0.25919	PBANKA_0940100.1	PocGH01_09013500.1
HEP_00194100	0.30425	0.62499	0.68023	PBANKA_1351300.1	PocGH01_12025500.1
HEP_00081800	0.30394	0.11423	0.05872	PBANKA_0817800.1	PocGH01_07024200.1
HEP_00093100	0.30373	0.32988	0.32796	PBANKA_1323100.1	PocGH01_12055300.1
